0.001,0.844
0.003,0.679
0.005,0.62
0.006,0.586
0.008,0.563
0.01,0.546
0.012,0.533
0.013,0.521
0.015,0.512
0.017,0.503
0.019,0.496
0.02,0.49
0.022,0.484
0.024,0.479
0.026,0.474
0.028,0.469
0.03,0.465
0.031,0.462
0.033,0.458
0.035,0.455
0.037,0.453
0.039,0.453
0.041,0.453
0.043,0.453
0.045,0.453
0.047,0.453
0.049,0.453
0.051,0.454
0.053,0.454
0.055,0.454
0.057,0.454
0.059,0.454
0.061,0.454
0.063,0.454
0.065,0.454
0.068,0.454
0.073,0.454
0.08,0.454
0.091,0.455
0.102,0.455
0.114,0.456
0.125,0.457
0.136,0.457
0.148,0.458
0.159,0.459
0.17,0.46
0.182,0.461
0.193,0.462
0.205,0.463
0.216,0.464
0.228,0.466
0.239,0.467
0.251,0.469
0.263,0.47
0.274,0.472
0.286,0.474
0.298,0.476
0.309,0.478
0.321,0.48
0.333,0.482
0.345,0.484
0.356,0.487
0.368,0.489
0.38,0.492
0.392,0.495
0.403,0.498
0.415,0.501
0.427,0.504
0.439,0.507
0.451,0.511
0.462,0.514
0.474,0.518
0.486,0.522
0.497,0.526
0.509,0.53
0.521,0.534
0.532,0.539
0.544,0.543
0.556,0.549
0.562,0.551
0.6,0.56
