# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.654,2235.977,410.641,-44.809
5.704,2256.453,408.411,-44.404
5.754,2276.818,406.2,-44.054
5.804,2297.073,404.004,-43.793
5.854,2317.219,401.819,-43.64
5.904,2337.255,399.638,-43.59
5.954,2357.183,397.458,-43.621
6.004,2377.001,395.275,-43.696
6.054,2396.71,393.089,-43.776
6.104,2416.31,390.898,-43.821
6.154,2435.8,388.708,-43.798
6.204,2455.181,386.52,-43.685
6.254,2474.452,384.341,-43.482
6.304,2493.615,382.173,-43.209
6.354,2512.67,380.02,-42.898
6.404,2531.617,377.883,-42.583
6.454,2550.458,375.762,-42.295
6.504,2569.194,373.653,-42.058
6.554,2587.824,371.555,-41.889
6.604,2606.349,369.463,-41.792
6.654,2624.77,367.374,-41.759
6.704,2643.087,365.286,-41.773
6.754,2661.299,363.197,-41.811
6.804,2679.406,361.105,-41.847
6.854,2697.409,359.012,-41.859
6.904,2715.308,356.92,-41.825
6.954,2733.101,354.831,-41.735
7.004,2750.791,352.748,-41.585
7.054,2768.376,350.673,-41.386
7.104,2785.858,348.61,-41.156
7.154,2803.237,346.558,-40.914
7.204,2820.514,344.518,-40.68
7.254,2837.689,342.489,-40.471
7.304,2854.763,340.47,-40.301
7.354,2871.737,338.459,-40.177
7.404,2888.609,336.452,-40.099
7.454,2905.382,334.448,-40.063
7.504,2922.054,332.445,-40.056
7.554,2938.626,330.442,-40.066
7.604,2955.098,328.438,-40.076
7.654,2971.47,326.435,-40.075
7.704,2987.742,324.431,-40.048
7.754,3003.913,322.43,-39.987
7.804,3019.985,320.433,-39.888
7.854,3035.957,318.442,-39.754
7.904,3051.829,316.458,-39.593
7.954,3067.603,314.483,-39.414
8.004,3083.278,312.517,-39.23
8.054,3098.855,310.56,-39.053
8.104,3114.334,308.612,-38.891
8.154,3129.716,306.671,-38.753
8.204,3145.001,304.736,-38.644
8.254,3160.19,302.806,-38.565
8.304,3175.282,300.879,-38.514
8.354,3190.277,298.954,-38.486
8.404,3205.177,297.03,-38.473
8.454,3219.98,295.106,-38.466
8.504,3234.688,293.183,-38.459
8.554,3249.299,291.261,-38.442
8.604,3263.814,289.339,-38.41
8.654,3278.233,287.42,-38.357
8.704,3292.556,285.504,-38.281
8.754,3306.783,283.592,-38.183
8.804,3320.915,281.686,-38.067
8.854,3334.952,279.786,-37.936
8.904,3348.894,277.892,-37.8
8.954,3362.741,276.006,-37.662
9.004,3376.495,274.126,-37.53
9.054,3390.154,272.253,-37.409
9.104,3403.72,270.385,-37.303
9.154,3417.193,268.522,-37.215
9.204,3430.572,266.663,-37.145
9.254,3443.859,264.807,-37.093
9.304,3457.053,262.954,-37.057
9.354,3470.154,261.101,-37.032
9.404,3483.163,259.25,-37.014
9.454,3496.079,257.4,-36.998
9.504,3508.903,255.55,-36.981
9.554,3521.634,253.702,-36.958
9.604,3534.273,251.855,-36.925
9.654,3546.82,250.01,-36.881
9.704,3559.274,248.167,-36.823
9.754,3571.637,246.328,-36.752
9.804,3583.907,244.492,-36.669
9.854,3596.086,242.661,-36.576
9.904,3608.173,240.834,-36.477
9.954,3620.17,239.013,-36.375
10.004,3632.075,237.197,-36.274
10.054,3643.889,235.386,-36.175
10.104,3655.613,233.579,-36.083
10.154,3667.247,231.777,-35.999
10.204,3678.791,229.979,-35.926
10.254,3690.245,228.184,-35.863
10.304,3701.61,226.393,-35.812
10.354,3712.885,224.603,-35.77
10.404,3724.07,222.815,-35.737
10.454,3735.166,221.029,-35.711
10.504,3746.173,219.244,-35.689
10.554,3757.091,217.46,-35.669
10.604,3767.919,215.677,-35.649
10.654,3778.658,213.895,-35.627
10.704,3789.309,212.115,-35.6
10.754,3799.87,210.336,-35.568
10.804,3810.342,208.558,-35.529
10.854,3820.726,206.783,-35.483
10.904,3831.021,205.01,-35.429
10.954,3841.227,203.24,-35.369
11.004,3851.345,201.473,-35.303
11.054,3861.374,199.71,-35.233
11.104,3871.316,197.95,-35.161
11.154,3881.169,196.194,-35.087
11.204,3890.935,194.441,-35.013
11.254,3900.613,192.692,-34.942
11.304,3910.204,190.947,-34.874
11.354,3919.708,189.205,-34.811
11.404,3929.125,187.466,-34.753
11.454,3938.455,185.729,-34.701
11.504,3947.698,183.996,-34.655
11.554,3956.854,182.264,-34.615
11.604,3965.924,180.534,-34.58
11.654,3974.908,178.806,-34.55
11.704,3983.805,177.079,-34.525
11.754,3992.616,175.353,-34.502
11.804,4001.34,173.629,-34.481
11.854,4009.978,171.905,-34.462
11.904,4018.531,170.182,-34.441
11.954,4026.997,168.461,-34.42
12.004,4035.377,166.74,-34.397
12.054,4043.671,165.021,-34.371
12.104,4051.879,163.303,-34.342
12.154,4060.001,161.587,-34.31
12.204,4068.038,159.873,-34.273
12.254,4075.988,158.16,-34.234
12.304,4083.854,156.449,-34.191
12.354,4091.633,154.741,-34.145
12.404,4099.328,153.035,-34.097
12.454,4106.937,151.331,-34.047
12.504,4114.461,149.63,-33.997
12.554,4121.9,147.931,-33.946
12.604,4129.254,146.235,-33.895
12.654,4136.524,144.542,-33.845
12.704,4143.708,142.851,-33.797
12.754,4150.809,141.162,-33.751
12.804,4157.825,139.476,-33.708
12.854,4164.756,137.791,-33.667
12.904,4171.604,136.109,-33.63
12.954,4178.367,134.428,-33.595
13.004,4185.047,132.749,-33.564
13.054,4191.642,131.072,-33.536
13.104,4198.154,129.396,-33.51
13.154,4204.582,127.721,-33.487
13.204,4210.926,126.047,-33.466
13.254,4217.186,124.374,-33.447
13.304,4223.363,122.702,-33.428
13.354,4229.457,121.031,-33.411
13.404,4235.467,119.361,-33.394
13.454,4241.393,117.692,-33.377
13.504,4247.236,116.024,-33.36
13.554,4252.995,114.356,-33.341
13.604,4258.671,112.689,-33.322
13.654,4264.264,111.024,-33.302
13.704,4269.774,109.359,-33.28
13.754,4275.2,107.696,-33.256
13.804,4280.543,106.034,-33.231
13.854,4285.804,104.373,-33.205
13.904,4290.981,102.713,-33.177
13.954,4296.075,101.055,-33.148
14.004,4301.086,99.398,-33.117
14.054,4306.015,97.743,-33.086
14.104,4310.861,96.09,-33.054
14.154,4315.624,94.438,-33.021
14.204,4320.304,92.788,-32.989
14.254,4324.903,91.139,-32.956
14.304,4329.418,89.492,-32.923
14.354,4333.852,87.847,-32.891
14.404,4338.203,86.203,-32.86
14.454,4342.472,84.561,-32.83
14.504,4346.659,82.92,-32.801
14.554,4350.764,81.281,-32.773
14.604,4354.787,79.643,-32.747
14.654,4358.728,78.006,-32.722
14.704,4362.588,76.37,-32.698
14.754,4366.365,74.736,-32.676
14.804,4370.061,73.103,-32.656
14.854,4373.676,71.47,-32.637
14.904,4377.208,69.839,-32.619
14.954,4380.66,68.209,-32.603
15.004,4384.029,66.579,-32.588
15.054,4387.318,64.95,-32.573
15.104,4390.524,63.321,-32.56
15.154,4393.65,61.694,-32.548
15.204,4396.694,60.067,-32.536
15.254,4399.656,58.44,-32.524
15.304,4402.538,56.814,-32.513
15.354,4405.338,55.189,-32.502
15.404,4408.057,53.564,-32.49
15.454,4410.694,51.94,-32.479
15.504,4413.251,50.316,-32.468
15.554,4415.726,48.693,-32.456
15.604,4418.12,47.071,-32.443
15.654,4420.433,45.449,-32.431
15.704,4422.665,43.828,-32.418
15.754,4424.816,42.207,-32.404
15.804,4426.886,40.587,-32.39
15.854,4428.874,38.968,-32.375
15.904,4430.782,37.35,-32.36
15.954,4432.609,35.732,-32.344
16.004,4434.356,34.115,-32.328
16.054,4436.021,32.499,-32.311
16.104,4437.606,30.884,-32.294
16.154,4439.109,29.27,-32.277
16.204,4440.533,27.656,-32.26
16.254,4441.875,26.044,-32.243
16.304,4443.137,24.432,-32.226
16.354,4444.318,22.821,-32.209
16.404,4445.419,21.211,-32.193
16.454,4446.439,19.602,-32.176
16.504,4447.379,17.994,-32.161
16.554,4448.239,16.386,-32.145
16.604,4449.018,14.779,-32.13
16.654,4449.717,13.173,-32.116
16.704,4450.335,11.567,-32.102
16.754,4450.873,9.963,-32.09
16.804,4451.331,8.358,-32.077
16.854,4451.709,6.755,-32.066
16.904,4452.007,5.152,-32.055
16.954,4452.225,3.549,-32.045
17.004,4452.362,1.947,-32.036
17.054,4452.419,0.346,-32.028
# Event APOGEE occurred at t=17.104 seconds
17.104,4452.396,-1.255,-32.02
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=17.105 seconds
# Event SIM_WARN occurred at t=17.154 seconds: Recovery device deployment at high speed (117 ft/s):  "SkyAngle Classic 20 [Cd 0.8 (3 oz) 20.8 in^3]"
17.154,4452.294,-2.856,-31.521
17.23,4451.985,-5.254,-31.028
17.308,4451.482,-7.67,-30.547
17.387,4450.774,-10.103,-30.077
17.469,4449.851,-12.555,-29.617
17.552,4448.701,-15.024,-29.166
17.637,4447.315,-17.51,-28.724
17.724,4445.68,-20.012,-28.291
17.814,4443.786,-22.531,-27.864
17.904,4441.622,-25.065,-27.444
17.997,4439.175,-27.615,-27.029
18.092,4436.434,-30.179,-26.618
18.189,4433.387,-32.756,-26.211
18.288,4430.022,-35.346,-25.806
18.389,4426.327,-37.948,-25.403
18.492,4422.288,-40.562,-24.999
18.597,4417.894,-43.185,-24.595
18.704,4413.13,-45.818,-24.188
18.813,4407.984,-48.459,-23.778
18.924,4402.439,-51.107,-23.364
19.038,4396.483,-53.761,-22.944
19.154,4390.098,-56.42,-22.518
19.272,4383.268,-59.083,-22.085
19.393,4375.976,-61.749,-21.643
19.516,4368.202,-64.416,-21.191
19.642,4359.927,-67.083,-20.73
19.77,4351.127,-69.749,-20.257
19.902,4341.78,-72.413,-19.773
20.036,4331.859,-75.073,-19.277
20.174,4321.336,-77.728,-18.767
20.315,4310.179,-80.377,-18.245
20.46,4298.354,-83.018,-17.709
20.609,4285.823,-85.649,-17.158
20.761,4272.543,-88.27,-16.594
20.918,4258.467,-90.877,-16.015
21.08,4243.542,-93.47,-15.423
21.247,4227.709,-96.047,-14.816
21.42,4210.9,-98.606,-14.195
21.599,4193.039,-101.145,-13.561
21.784,4174.041,-103.661,-12.914
21.977,4153.807,-106.151,-12.255
22.178,4132.223,-108.615,-11.584
22.388,4109.159,-111.047,-10.902
22.608,4084.462,-113.446,-10.21
22.84,4057.954,-115.807,-9.511
23.084,4029.426,-118.127,-8.804
23.342,3998.628,-120.4,-8.093
23.616,3965.259,-122.622,-7.378
23.91,3928.954,-124.788,-6.662
24.225,3889.264,-126.889,-5.948
24.566,3845.632,-128.918,-5.24
24.938,3797.346,-130.866,-4.54
25.347,3743.491,-132.721,-3.853
25.801,3682.855,-134.47,-3.185
26.301,3615.222,-136.063,-2.556
26.801,3546.871,-137.34,-2.031
27.301,3477.947,-138.356,-1.597
27.801,3408.569,-139.154,-1.239
28.301,3338.837,-139.774,-0.947
28.801,3268.832,-140.247,-0.707
29.301,3198.62,-140.601,-0.509
29.801,3128.255,-140.856,-0.349
30.301,3057.784,-141.03,-0.219
30.801,2987.242,-141.14,-0.115
31.301,2916.657,-141.197,-0.032
31.801,2846.055,-141.213,0.035
32.301,2775.452,-141.195,0.089
32.801,2704.866,-141.151,0.132
33.301,2634.307,-141.085,0.165
33.801,2563.785,-141.003,0.192
34.301,2493.308,-140.906,0.213
34.801,2422.881,-140.8,0.23
35.301,2352.51,-140.685,0.243
35.801,2282.198,-140.564,0.253
36.301,2211.948,-140.437,0.26
36.801,2141.761,-140.307,0.266
37.301,2071.641,-140.174,0.27
37.801,2001.588,-140.039,0.273
38.301,1931.602,-139.902,0.276
38.801,1861.685,-139.765,0.277
39.301,1791.838,-139.626,0.278
39.801,1722.059,-139.487,0.278
40.301,1652.35,-139.348,0.278
40.801,1582.711,-139.209,0.281
41.301,1513.142,-139.069,0.284
41.801,1443.643,-138.927,0.286
42.301,1374.215,-138.784,0.287
42.801,1304.859,-138.641,0.287
43.301,1235.574,-138.497,0.287
43.801,1166.362,-138.354,0.287
44.301,1097.221,-138.21,0.286
44.801,1028.151,-138.067,0.285
45.301,959.153,-137.925,0.284
45.801,890.227,-137.783,0.283
46.301,821.371,-137.641,0.282
46.801,752.586,-137.5,0.281
# Event SIM_WARN occurred at t=46.802 seconds: Recovery device deployment at high speed (139 ft/s):  "Iris Ultra Parachute [(36.0 oz) 199.9 in^3]"
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=46.802 seconds
46.802,752.448,-137.5,2333.253
46.803,752.257,-134.219,2221.734
46.805,752.061,-130.938,2112.907
46.806,751.86,-127.657,2006.772
46.808,751.654,-124.376,1903.33
46.809,751.443,-121.095,1802.58
46.811,751.225,-117.815,1704.522
46.813,751.002,-114.534,1609.158
46.815,750.772,-111.253,1516.486
46.817,750.535,-107.972,1426.506
46.82,750.29,-104.691,1339.219
46.822,750.038,-101.41,1254.624
46.825,749.777,-98.13,1172.723
46.828,749.507,-94.849,1093.514
46.831,749.227,-91.568,1016.997
46.834,748.937,-88.287,943.173
46.837,748.636,-85.006,872.042
46.841,748.322,-81.725,803.604
46.845,747.995,-78.445,737.858
46.85,747.653,-75.164,674.806
46.854,747.296,-71.883,614.446
46.86,746.921,-68.602,556.779
46.866,746.526,-65.321,501.804
46.872,746.11,-62.04,449.523
46.879,745.669,-58.76,399.935
46.888,745.201,-55.479,353.039
46.897,744.7,-52.198,308.837
46.908,744.163,-48.917,267.327
46.92,743.583,-45.636,228.511
46.934,742.951,-42.355,192.388
46.951,742.257,-39.075,158.958
46.972,741.484,-35.794,128.221
46.997,740.61,-32.513,100.178
47.03,739.599,-29.232,74.828
47.074,738.39,-25.951,52.171
47.137,736.861,-22.67,32.208
47.239,734.719,-19.39,14.939
47.445,731.041,-16.312,1.189
47.69,727.083,-16.021,0.014
47.939,723.09,-16.017,0.004
48.188,719.097,-16.016,0.004
48.438,715.105,-16.015,0.004
48.687,711.113,-16.014,0.004
48.936,707.121,-16.014,0.004
49.185,703.13,-16.013,0.004
49.434,699.14,-16.012,0.004
49.684,695.15,-16.011,0.004
49.933,691.16,-16.01,0.004
50.182,687.171,-16.009,0.004
50.431,683.182,-16.008,0.004
50.68,679.194,-16.007,0.004
50.93,675.206,-16.006,0.004
51.179,671.219,-16.005,0.004
51.428,667.232,-16.004,0.004
51.677,663.246,-16.003,0.004
51.926,659.26,-16.002,0.004
52.175,655.274,-16.001,0.004
52.424,651.289,-16,0.004
52.673,647.305,-16,0.004
52.922,643.321,-15.999,0.004
53.171,639.337,-15.998,0.004
53.42,635.354,-15.997,0.004
53.669,631.371,-15.996,0.004
53.918,627.389,-15.995,0.004
54.167,623.407,-15.994,0.004
54.416,619.426,-15.993,0.004
54.665,615.445,-15.992,0.004
54.914,611.465,-15.991,0.004
55.163,607.485,-15.99,0.004
55.411,603.506,-15.989,0.004
55.66,599.527,-15.988,0.004
55.909,595.548,-15.988,0.004
56.158,591.57,-15.987,0.004
56.407,587.593,-15.986,0.004
56.656,583.616,-15.985,0.004
56.904,579.639,-15.984,0.004
57.153,575.663,-15.983,0.004
57.402,571.687,-15.982,0.004
57.651,567.712,-15.981,0.004
57.899,563.737,-15.98,0.004
58.148,559.763,-15.979,0.004
58.397,555.789,-15.978,0.004
58.645,551.815,-15.977,0.004
58.894,547.842,-15.976,0.004
59.143,543.87,-15.976,0.004
59.391,539.898,-15.975,0.004
59.64,535.926,-15.974,0.004
59.889,531.955,-15.973,0.004
60.137,527.984,-15.972,0.004
60.386,524.014,-15.971,0.004
60.634,520.044,-15.97,0.004
60.883,516.075,-15.969,0.004
61.131,512.106,-15.968,0.004
61.38,508.138,-15.967,0.004
61.629,504.17,-15.966,0.004
61.877,500.202,-15.965,0.004
62.126,496.235,-15.965,0.004
62.374,492.269,-15.964,0.004
62.622,488.303,-15.963,0.004
62.871,484.337,-15.962,0.004
63.119,480.372,-15.961,0.004
63.368,476.407,-15.96,0.004
63.616,472.443,-15.959,0.004
63.864,468.479,-15.958,0.004
64.113,464.515,-15.957,0.004
64.361,460.553,-15.956,0.004
64.61,456.59,-15.955,0.004
64.858,452.628,-15.954,0.004
65.106,448.667,-15.954,0.004
65.354,444.705,-15.953,0.004
65.603,440.745,-15.952,0.004
65.851,436.785,-15.951,0.004
66.099,432.825,-15.95,0.004
66.348,428.866,-15.949,0.004
66.596,424.907,-15.948,0.004
66.844,420.948,-15.947,0.004
67.092,416.99,-15.946,0.004
67.34,413.033,-15.945,0.004
67.589,409.076,-15.944,0.004
67.837,405.119,-15.944,0.004
68.085,401.163,-15.943,0.004
68.333,397.208,-15.942,0.004
68.581,393.252,-15.941,0.004
68.829,389.298,-15.94,0.004
69.077,385.343,-15.939,0.004
69.325,381.389,-15.938,0.004
69.573,377.436,-15.937,0.004
69.821,373.483,-15.936,0.004
70.069,369.531,-15.935,0.004
70.317,365.578,-15.934,0.004
70.565,361.627,-15.934,0.004
70.813,357.676,-15.933,0.004
71.061,353.725,-15.932,0.004
71.309,349.775,-15.931,0.004
71.557,345.825,-15.93,0.004
71.805,341.876,-15.929,0.004
72.053,337.927,-15.928,0.004
72.301,333.978,-15.927,0.004
72.549,330.03,-15.926,0.004
72.797,326.083,-15.925,0.004
73.045,322.136,-15.925,0.004
73.292,318.189,-15.924,0.004
73.54,314.243,-15.923,0.004
73.788,310.297,-15.922,0.004
74.036,306.352,-15.921,0.004
74.284,302.407,-15.92,0.004
74.531,298.462,-15.919,0.004
74.779,294.518,-15.918,0.004
75.027,290.575,-15.917,0.004
75.275,286.632,-15.916,0.004
75.522,282.689,-15.916,0.004
75.77,278.747,-15.915,0.004
76.018,274.805,-15.914,0.004
76.265,270.864,-15.913,0.004
76.513,266.923,-15.912,0.004
76.761,262.983,-15.911,0.004
77.008,259.043,-15.91,0.004
77.256,255.103,-15.909,0.004
77.504,251.164,-15.908,0.004
77.751,247.226,-15.907,0.004
77.999,243.287,-15.907,0.004
78.246,239.35,-15.906,0.004
78.494,235.412,-15.905,0.004
78.741,231.475,-15.904,0.004
78.989,227.539,-15.903,0.004
79.236,223.603,-15.902,0.004
79.484,219.668,-15.901,0.004
79.731,215.733,-15.9,0.004
79.979,211.798,-15.899,0.004
80.226,207.864,-15.899,0.004
80.474,203.93,-15.898,0.004
80.721,199.997,-15.897,0.004
80.969,196.064,-15.896,0.004
81.216,192.132,-15.895,0.004
81.463,188.2,-15.894,0.004
81.711,184.268,-15.893,0.004
81.958,180.337,-15.892,0.004
82.205,176.406,-15.891,0.004
82.453,172.476,-15.89,0.004
82.7,168.546,-15.89,0.004
82.947,164.617,-15.889,0.004
83.195,160.688,-15.888,0.004
83.442,156.76,-15.887,0.004
83.689,152.832,-15.886,0.004
83.936,148.904,-15.885,0.004
84.184,144.977,-15.884,0.004
84.431,141.051,-15.883,0.004
84.678,137.124,-15.882,0.004
84.925,133.199,-15.882,0.004
85.172,129.273,-15.881,0.004
85.42,125.348,-15.88,0.004
85.667,121.424,-15.879,0.004
85.914,117.5,-15.878,0.004
86.161,113.576,-15.877,0.004
86.408,109.653,-15.876,0.004
86.655,105.731,-15.875,0.004
86.902,101.808,-15.874,0.004
87.149,97.886,-15.874,0.004
87.396,93.965,-15.873,0.004
87.643,90.044,-15.872,0.004
87.89,86.124,-15.871,0.004
88.137,82.204,-15.87,0.004
88.384,78.284,-15.869,0.004
88.631,74.365,-15.868,0.004
88.878,70.446,-15.867,0.004
89.125,66.528,-15.867,0.004
89.372,62.61,-15.866,0.004
89.619,58.692,-15.865,0.004
89.866,54.775,-15.864,0.004
90.113,50.859,-15.863,0.004
90.36,46.943,-15.862,0.004
90.607,43.027,-15.861,0.004
90.853,39.112,-15.86,0.004
91.1,35.197,-15.859,0.004
91.347,31.283,-15.859,0.004
91.594,27.369,-15.858,0.004
91.841,23.455,-15.857,0.004
92.087,19.542,-15.856,0.004
92.334,15.629,-15.855,0.004
92.581,11.717,-15.854,0.004
92.828,7.805,-15.853,0.004
# Event GROUND_HIT occurred at t=93.32 seconds
# Event SIMULATION_END occurred at t=93.32 seconds
93.32,0,-15.852,0.004
