0.001,0.849
0.003,0.681
0.004,0.622
0.006,0.588
0.008,0.565
0.009,0.547
0.011,0.534
0.013,0.522
0.014,0.513
0.016,0.504
0.018,0.497
0.019,0.49
0.021,0.484
0.023,0.479
0.024,0.474
0.026,0.47
0.028,0.466
0.03,0.462
0.032,0.458
0.033,0.455
0.035,0.452
0.037,0.451
0.039,0.451
0.041,0.451
0.042,0.451
0.044,0.452
0.046,0.452
0.048,0.452
0.05,0.452
0.052,0.452
0.054,0.452
0.056,0.452
0.058,0.452
0.06,0.452
0.061,0.452
0.063,0.452
0.066,0.452
0.071,0.452
0.078,0.452
0.088,0.453
0.099,0.453
0.11,0.454
0.12,0.454
0.131,0.455
0.142,0.456
0.152,0.456
0.163,0.457
0.174,0.458
0.185,0.459
0.196,0.46
0.207,0.461
0.218,0.462
0.229,0.464
0.24,0.465
0.251,0.466
0.262,0.468
0.273,0.469
0.284,0.471
0.295,0.473
0.306,0.475
0.317,0.476
0.328,0.478
0.339,0.48
0.35,0.483
0.362,0.485
0.373,0.487
0.384,0.49
0.395,0.492
0.406,0.495
0.417,0.498
0.429,0.501
0.44,0.504
0.451,0.507
0.462,0.51
0.473,0.514
0.484,0.517
0.495,0.521
0.506,0.525
0.517,0.529
0.529,0.533
0.532,0.534
0.6,0.55
