# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.505,706.968,577.381,-0.337
2.508,708.757,577.317,-40.676
2.512,711.441,577.126,-41.699
2.519,715.465,576.83,-43.232
2.53,721.497,576.365,-45.525
2.546,730.536,575.624,-48.941
2.569,744.071,574.413,-53.983
# Event BURNOUT occurred at t=2.6 seconds
# Event EJECTION_CHARGE occurred at t=2.6 seconds
2.6,761.807,572.643,-60.402
2.639,784,570.301,-60.154
2.677,805.935,567.994,-59.541
2.727,833.995,565.071,-58.435
2.777,862.176,562.178,-57.301
2.827,890.213,559.337,-56.409
2.877,918.11,556.531,-55.92
2.92,942.171,554.11,-55.845
2.97,969.807,551.314,-56.073
3.02,997.302,548.501,-56.452
3.07,1024.656,545.669,-56.763
3.12,1051.869,542.83,-56.764
3.17,1078.94,540,-56.337
3.22,1105.869,537.202,-55.568
3.27,1132.66,534.446,-54.681
3.32,1159.315,531.732,-53.881
3.37,1185.834,529.054,-53.311
3.42,1212.22,526.396,-53.041
3.47,1238.474,523.745,-53.051
3.52,1264.595,521.088,-53.245
3.57,1290.583,518.42,-53.483
3.62,1316.437,515.741,-53.615
3.67,1342.157,513.062,-53.503
3.72,1367.743,510.396,-53.105
3.77,1393.197,507.755,-52.495
3.82,1418.519,505.148,-51.816
3.87,1443.712,502.573,-51.196
3.92,1468.777,500.025,-50.731
3.97,1493.715,497.496,-50.472
4.02,1518.527,494.975,-50.413
4.07,1543.212,492.452,-50.499
4.12,1567.772,489.924,-50.638
4.17,1592.205,487.389,-50.738
4.22,1616.511,484.853,-50.702
4.27,1640.69,482.322,-50.477
4.32,1664.743,479.808,-50.078
4.37,1688.671,477.316,-49.572
4.42,1712.475,474.851,-49.055
4.47,1736.157,472.41,-48.598
4.52,1759.717,469.989,-48.259
4.57,1783.156,467.581,-48.064
4.62,1806.475,465.18,-48.005
4.67,1829.674,462.779,-48.041
4.72,1852.753,460.375,-48.114
4.77,1875.711,457.968,-48.163
4.82,1898.549,455.561,-48.129
4.87,1921.267,453.158,-47.971
4.92,1943.865,450.766,-47.69
4.97,1966.344,448.39,-47.318
5.02,1988.705,446.034,-46.913
5.07,2010.948,443.698,-46.526
5.12,2033.075,441.381,-46.201
5.17,2055.086,439.077,-45.966
5.22,2076.983,436.782,-45.831
5.27,2098.765,434.492,-45.782
5.32,2120.432,432.203,-45.791
5.37,2141.985,429.913,-45.818
5.42,2163.423,427.622,-45.826
5.47,2184.747,425.331,-45.777
5.52,2205.956,423.045,-45.648
5.57,2227.052,420.768,-45.435
5.62,2248.033,418.503,-45.157
5.67,2268.902,416.253,-44.845
5.72,2289.659,414.018,-44.534
5.77,2310.304,411.799,-44.253
5.82,2330.839,409.592,-44.025
5.87,2351.264,407.395,-43.863
5.92,2371.579,405.205,-43.766
5.97,2391.784,403.018,-43.722
6.02,2411.881,400.832,-43.712
6.07,2431.867,398.646,-43.71
6.12,2451.745,396.461,-43.692
6.17,2471.514,394.278,-43.638
6.22,2491.173,392.098,-43.53
6.27,2510.724,389.926,-43.368
6.32,2530.166,387.762,-43.159
6.37,2549.5,385.61,-42.921
6.42,2568.727,383.47,-42.676
6.47,2587.847,381.342,-42.441
6.52,2606.861,379.226,-42.235
6.57,2625.77,377.118,-42.068
6.62,2644.573,375.018,-41.946
6.67,2663.272,372.923,-41.866
6.72,2681.866,370.831,-41.82
6.77,2700.355,368.741,-41.794
6.82,2718.74,366.652,-41.774
6.87,2737.02,364.564,-41.744
6.92,2755.196,362.477,-41.692
6.97,2773.268,360.395,-41.608
7.02,2791.236,358.317,-41.489
7.07,2809.1,356.246,-41.337
7.12,2826.861,354.184,-41.161
7.17,2844.518,352.131,-40.971
7.22,2862.074,350.087,-40.782
7.27,2879.527,348.052,-40.603
7.32,2896.879,346.026,-40.444
7.37,2914.13,344.007,-40.311
7.42,2931.28,341.995,-40.207
7.47,2948.329,339.986,-40.132
7.52,2965.279,337.981,-40.079
7.57,2982.128,335.978,-40.041
7.62,2998.876,333.977,-40.01
7.67,3015.525,331.977,-39.978
7.72,3032.074,329.979,-39.935
7.77,3048.523,327.984,-39.875
7.82,3064.873,325.992,-39.794
7.87,3081.123,324.005,-39.691
7.92,3097.273,322.023,-39.568
7.97,3113.325,320.048,-39.431
8.02,3129.278,318.08,-39.284
8.07,3145.133,316.12,-39.137
8.12,3160.89,314.167,-38.995
8.17,3176.55,312.22,-38.864
8.22,3192.112,310.28,-38.748
8.27,3207.578,308.345,-38.65
8.32,3222.947,306.415,-38.57
8.37,3238.219,304.488,-38.507
8.42,3253.396,302.564,-38.458
8.47,3268.476,300.642,-38.419
8.52,3283.46,298.722,-38.384
8.57,3298.348,296.803,-38.348
8.62,3313.14,294.887,-38.308
8.67,3327.837,292.973,-38.258
8.72,3342.438,291.061,-38.196
8.77,3356.943,289.153,-38.121
8.82,3371.353,287.249,-38.034
8.87,3385.668,285.35,-37.934
8.92,3399.888,283.456,-37.827
8.97,3414.014,281.568,-37.715
9.02,3428.045,279.685,-37.602
9.07,3441.982,277.807,-37.492
9.12,3455.826,275.935,-37.388
9.17,3469.576,274.068,-37.293
9.22,3483.233,272.206,-37.208
9.27,3496.797,270.347,-37.135
9.32,3510.267,268.492,-37.072
9.37,3523.646,266.64,-37.02
9.42,3536.932,264.79,-36.975
9.47,3550.125,262.942,-36.937
9.52,3563.226,261.096,-36.901
9.57,3576.234,259.252,-36.866
9.62,3589.151,257.41,-36.829
9.67,3601.975,255.569,-36.788
9.72,3614.708,253.731,-36.74
9.77,3627.349,251.895,-36.686
9.82,3639.898,250.063,-36.624
9.87,3652.355,248.233,-36.554
9.92,3664.721,246.407,-36.479
9.97,3676.996,244.585,-36.398
10.02,3689.18,242.767,-36.314
10.07,3701.273,240.954,-36.23
10.12,3713.275,239.145,-36.145
10.17,3725.187,237.339,-36.064
10.22,3737.009,235.538,-35.986
10.27,3748.741,233.741,-35.913
10.32,3760.383,231.947,-35.847
10.37,3771.936,230.156,-35.787
10.42,3783.399,228.368,-35.733
10.47,3794.772,226.582,-35.686
10.52,3806.057,224.799,-35.644
10.57,3817.252,223.018,-35.607
10.62,3828.359,221.238,-35.572
10.67,3839.376,219.461,-35.54
10.72,3850.305,217.684,-35.507
10.77,3861.145,215.91,-35.475
10.82,3871.896,214.137,-35.44
10.87,3882.559,212.366,-35.403
10.92,3893.133,210.597,-35.362
10.97,3903.618,208.83,-35.317
11.02,3914.016,207.065,-35.269
11.07,3924.325,205.303,-35.217
11.12,3934.546,203.544,-35.161
11.17,3944.679,201.787,-35.103
11.22,3954.725,200.033,-35.043
11.27,3964.683,198.283,-34.981
11.32,3974.553,196.535,-34.919
11.37,3984.336,194.791,-34.858
11.42,3994.032,193.049,-34.798
11.47,4003.641,191.311,-34.74
11.52,4013.163,189.575,-34.685
11.57,4022.599,187.842,-34.633
11.62,4031.948,186.112,-34.585
11.67,4041.21,184.384,-34.539
11.72,4050.386,182.658,-34.498
11.77,4059.476,180.934,-34.46
11.82,4068.479,179.212,-34.425
11.87,4077.397,177.491,-34.392
11.92,4086.229,175.773,-34.362
11.97,4094.974,174.055,-34.333
12.02,4103.634,172.339,-34.305
12.07,4112.208,170.625,-34.278
12.12,4120.697,168.911,-34.251
12.17,4129.099,167.2,-34.223
12.22,4137.417,165.489,-34.194
12.27,4145.648,163.78,-34.164
12.32,4153.795,162.073,-34.133
12.37,4161.856,160.367,-34.1
12.42,4169.831,158.663,-34.065
12.47,4177.722,156.96,-34.029
12.52,4185.527,155.26,-33.991
12.57,4193.248,153.561,-33.952
12.62,4200.884,151.865,-33.911
12.67,4208.434,150.17,-33.87
12.72,4215.901,148.478,-33.827
12.77,4223.282,146.788,-33.785
12.82,4230.579,145.099,-33.743
12.87,4237.792,143.413,-33.701
12.92,4244.921,141.729,-33.659
12.97,4251.965,140.047,-33.619
13.02,4258.926,138.367,-33.579
13.07,4265.802,136.689,-33.541
13.12,4272.595,135.013,-33.505
13.17,4279.303,133.339,-33.47
13.22,4285.928,131.666,-33.437
13.27,4292.47,129.995,-33.406
13.32,4298.928,128.326,-33.376
13.37,4305.303,126.657,-33.348
13.42,4311.594,124.991,-33.322
13.47,4317.802,123.325,-33.297
13.52,4323.926,121.661,-33.273
13.57,4329.968,119.998,-33.25
13.62,4335.926,118.336,-33.228
13.67,4341.801,116.675,-33.207
13.72,4347.594,115.015,-33.186
13.77,4353.303,113.356,-33.165
13.82,4358.929,111.699,-33.144
13.87,4364.473,110.042,-33.124
13.92,4369.934,108.386,-33.103
13.97,4375.311,106.732,-33.082
14.02,4380.607,105.078,-33.06
14.07,4385.819,103.426,-33.038
14.12,4390.949,101.774,-33.015
14.17,4395.997,100.124,-32.992
14.22,4400.962,98.475,-32.968
14.27,4405.844,96.827,-32.944
14.32,4410.645,95.181,-32.919
14.37,4415.362,93.536,-32.893
14.42,4419.998,91.892,-32.868
14.47,4424.552,90.249,-32.842
14.52,4429.023,88.607,-32.815
14.57,4433.412,86.967,-32.789
14.62,4437.72,85.328,-32.762
14.67,4441.945,83.691,-32.736
14.72,4446.089,82.055,-32.71
14.77,4450.151,80.42,-32.684
14.82,4454.131,78.787,-32.658
14.87,4458.029,77.154,-32.633
14.92,4461.846,75.523,-32.608
14.97,4465.582,73.893,-32.584
15.02,4469.236,72.265,-32.56
15.07,4472.808,70.637,-32.537
15.12,4476.299,69.011,-32.515
15.17,4479.709,67.386,-32.494
15.22,4483.038,65.762,-32.473
15.27,4486.286,64.139,-32.454
15.32,4489.452,62.516,-32.435
15.37,4492.537,60.895,-32.416
15.42,4495.541,59.275,-32.399
15.47,4498.465,57.655,-32.382
15.52,4501.307,56.036,-32.366
15.57,4504.068,54.419,-32.351
15.62,4506.749,52.801,-32.337
15.67,4509.349,51.185,-32.323
15.72,4511.867,49.569,-32.309
15.77,4514.305,47.954,-32.296
15.82,4516.663,46.339,-32.284
15.87,4518.939,44.726,-32.272
15.92,4521.135,43.112,-32.26
15.97,4523.251,41.5,-32.249
16.02,4525.285,39.887,-32.238
16.07,4527.239,38.276,-32.227
16.12,4529.113,36.665,-32.217
16.17,4530.906,35.054,-32.206
16.22,4532.618,33.444,-32.196
16.27,4534.25,31.834,-32.186
16.32,4535.802,30.225,-32.176
16.37,4537.273,28.617,-32.167
16.42,4538.663,27.009,-32.157
16.47,4539.974,25.401,-32.147
16.52,4541.204,23.794,-32.138
16.57,4542.353,22.187,-32.128
16.62,4543.422,20.581,-32.119
16.67,4544.411,18.975,-32.11
16.72,4545.32,17.37,-32.101
16.77,4546.148,15.765,-32.092
16.82,4546.896,14.161,-32.083
16.87,4547.564,12.557,-32.074
16.92,4548.152,10.954,-32.066
16.97,4548.66,9.35,-32.057
17.02,4549.087,7.748,-32.049
17.07,4549.435,6.146,-32.041
17.12,4549.702,4.544,-32.034
17.17,4549.889,2.942,-32.026
17.22,4549.996,1.341,-32.019
# Event APOGEE occurred at t=17.27 seconds
17.27,4550.023,-0.26,-32.012
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=17.271 seconds
# Event SIM_WARN occurred at t=17.32 seconds: Recovery device deployment at high speed (104 ft/s):  "SkyAngle Classic 20 [Cd 0.8 (3 oz) 20.8 in^3]"
17.32,4549.97,-1.86,-31.789
17.406,4549.694,-4.583,-31.309
17.493,4549.174,-7.319,-30.84
17.582,4548.399,-10.068,-30.382
17.673,4547.359,-12.828,-29.932
17.766,4546.043,-15.599,-29.491
17.86,4544.44,-18.382,-29.058
17.956,4542.54,-21.174,-28.63
18.054,4540.331,-23.975,-28.206
18.154,4537.802,-26.786,-27.787
18.255,4534.943,-29.604,-27.369
18.358,4531.741,-32.429,-26.952
18.463,4528.186,-35.26,-26.534
18.57,4524.265,-38.096,-26.115
18.679,4519.966,-40.937,-25.692
18.79,4515.276,-43.782,-25.265
18.903,4510.182,-46.629,-24.832
19.017,4504.669,-49.478,-24.392
19.134,4498.722,-52.327,-23.944
19.253,4492.326,-55.177,-23.487
19.374,4485.463,-58.025,-23.02
19.498,4478.115,-60.87,-22.541
19.624,4470.26,-63.712,-22.05
19.753,4461.878,-66.55,-21.546
19.884,4452.944,-69.382,-21.029
20.019,4443.432,-72.208,-20.498
20.156,4433.312,-75.026,-19.951
20.297,4422.553,-77.834,-19.39
20.441,4411.119,-80.632,-18.813
20.589,4398.971,-83.419,-18.221
20.741,4386.064,-86.192,-17.612
20.898,4372.348,-88.95,-16.988
21.059,4357.769,-91.692,-16.348
21.226,4342.263,-94.416,-15.692
21.398,4325.76,-97.121,-15.022
21.577,4308.179,-99.803,-14.336
21.762,4289.428,-102.461,-13.636
21.955,4269.402,-105.092,-12.923
22.157,4247.98,-107.694,-12.197
22.367,4225.019,-110.264,-11.46
22.589,4200.354,-112.798,-10.712
22.821,4173.793,-115.293,-9.954
23.068,4145.103,-117.744,-9.19
23.329,4114.009,-120.147,-8.42
23.608,4080.177,-122.495,-7.647
23.907,4043.197,-124.782,-6.873
24.23,4002.563,-127,-6.102
24.581,3957.634,-129.141,-5.338
24.965,3907.592,-131.193,-4.584
25.39,3851.363,-133.143,-3.846
25.867,3787.508,-134.975,-3.13
26.367,3719.629,-136.54,-2.497
26.867,3651.047,-137.789,-1.973
27.367,3581.906,-138.775,-1.542
27.867,3512.326,-139.546,-1.189
28.367,3442.405,-140.14,-0.901
28.867,3372.222,-140.59,-0.667
29.367,3301.843,-140.924,-0.478
29.867,3231.322,-141.163,-0.322
30.367,3160.7,-141.324,-0.196
30.867,3090.013,-141.422,-0.095
31.367,3019.29,-141.47,-0.014
31.867,2948.553,-141.477,0.051
32.367,2877.821,-141.451,0.102
32.867,2807.108,-141.4,0.143
33.367,2736.426,-141.329,0.175
33.867,2665.783,-141.241,0.201
34.367,2595.188,-141.141,0.221
34.867,2524.645,-141.031,0.236
35.367,2454.159,-140.913,0.248
35.867,2383.734,-140.789,0.258
36.367,2313.372,-140.66,0.265
36.867,2243.075,-140.527,0.27
37.367,2172.845,-140.392,0.274
37.867,2102.683,-140.255,0.277
38.367,2032.59,-140.117,0.279
38.867,1962.566,-139.978,0.28
39.367,1892.612,-139.838,0.281
39.867,1822.728,-139.697,0.281
40.367,1752.915,-139.557,0.281
40.867,1683.171,-139.417,0.28
41.367,1613.498,-139.277,0.281
41.867,1543.895,-139.136,0.284
42.367,1474.362,-138.994,0.286
42.867,1404.901,-138.851,0.287
43.367,1335.511,-138.708,0.287
43.867,1266.193,-138.564,0.288
44.367,1196.948,-138.42,0.287
44.867,1127.773,-138.276,0.287
45.367,1058.671,-138.133,0.286
45.867,989.64,-137.99,0.285
46.367,920.681,-137.848,0.284
46.867,851.792,-137.706,0.283
47.367,782.975,-137.564,0.282
# Event SIM_WARN occurred at t=47.368 seconds: Recovery device deployment at high speed (138 ft/s):  "Iris Ultra Parachute [(36.0 oz) 199.9 in^3]"
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=47.368 seconds
47.368,782.837,-137.564,2333.361
47.369,782.646,-134.283,2221.888
47.371,782.45,-131.002,2113.104
47.372,782.25,-127.722,2007.011
47.374,782.043,-124.441,1903.609
47.376,781.832,-121.16,1802.896
47.377,781.614,-117.879,1704.873
47.379,781.391,-114.598,1609.54
47.381,781.16,-111.317,1516.898
47.384,780.923,-108.037,1426.946
47.386,780.679,-104.756,1339.684
47.388,780.426,-101.475,1255.112
47.391,780.165,-98.194,1173.23
47.394,779.895,-94.913,1094.039
47.397,779.615,-91.632,1017.538
47.4,779.325,-88.352,943.727
47.403,779.024,-85.071,872.606
47.407,778.71,-81.79,804.176
47.411,778.383,-78.509,738.436
47.416,778.042,-75.228,675.387
47.421,777.684,-71.947,615.028
47.426,777.309,-68.666,557.359
47.432,776.914,-65.386,502.381
47.438,776.498,-62.105,450.093
47.446,776.057,-58.824,400.496
47.454,775.589,-55.543,353.59
47.463,775.089,-52.262,309.374
47.474,774.552,-48.981,267.849
47.486,773.972,-45.701,229.014
47.5,773.341,-42.42,192.87
47.517,772.647,-39.139,159.417
47.538,771.876,-35.858,128.655
47.563,771.003,-32.577,100.584
47.596,769.994,-29.296,75.203
47.64,768.787,-26.016,52.514
47.702,767.264,-22.735,32.516
47.803,765.136,-19.454,15.209
48.008,761.459,-16.328,1.225
48.253,757.499,-16.028,0.015
48.503,753.502,-16.025,0.004
48.752,749.506,-16.024,0.004
49.001,745.51,-16.023,0.004
49.251,741.514,-16.022,0.004
49.5,737.519,-16.021,0.004
49.749,733.524,-16.02,0.004
49.999,729.53,-16.019,0.004
50.248,725.537,-16.018,0.004
50.497,721.544,-16.017,0.004
50.747,717.551,-16.016,0.004
50.996,713.559,-16.015,0.004
51.245,709.567,-16.014,0.004
51.494,705.575,-16.013,0.004
51.744,701.585,-16.012,0.004
51.993,697.594,-16.012,0.004
52.242,693.604,-16.011,0.004
52.491,689.615,-16.01,0.004
52.74,685.626,-16.009,0.004
52.99,681.637,-16.008,0.004
53.239,677.649,-16.007,0.004
53.488,673.662,-16.006,0.004
53.737,669.675,-16.005,0.004
53.986,665.688,-16.004,0.004
54.235,661.702,-16.003,0.004
54.484,657.716,-16.002,0.004
54.733,653.731,-16.001,0.004
54.982,649.746,-16,0.004
55.231,645.762,-15.999,0.004
55.48,641.778,-15.999,0.004
55.729,637.795,-15.998,0.004
55.978,633.812,-15.997,0.004
56.227,629.829,-15.996,0.004
56.476,625.847,-15.995,0.004
56.725,621.866,-15.994,0.004
56.974,617.884,-15.993,0.004
57.223,613.904,-15.992,0.004
57.472,609.924,-15.991,0.004
57.721,605.944,-15.99,0.004
57.97,601.965,-15.989,0.004
58.218,597.986,-15.988,0.004
58.467,594.008,-15.987,0.004
58.716,590.03,-15.986,0.004
58.965,586.052,-15.986,0.004
59.214,582.075,-15.985,0.004
59.462,578.099,-15.984,0.004
59.711,574.123,-15.983,0.004
59.96,570.147,-15.982,0.004
60.209,566.172,-15.981,0.004
60.457,562.198,-15.98,0.004
60.706,558.223,-15.979,0.004
60.955,554.25,-15.978,0.004
61.204,550.276,-15.977,0.004
61.452,546.304,-15.976,0.004
61.701,542.331,-15.975,0.004
61.949,538.359,-15.975,0.004
62.198,534.388,-15.974,0.004
62.447,530.417,-15.973,0.004
62.695,526.447,-15.972,0.004
62.944,522.477,-15.971,0.004
63.192,518.507,-15.97,0.004
63.441,514.538,-15.969,0.004
63.689,510.569,-15.968,0.004
63.938,506.601,-15.967,0.004
64.186,502.633,-15.966,0.004
64.435,498.666,-15.965,0.004
64.683,494.699,-15.964,0.004
64.932,490.733,-15.964,0.004
65.18,486.767,-15.963,0.004
65.429,482.801,-15.962,0.004
65.677,478.836,-15.961,0.004
65.926,474.872,-15.96,0.004
66.174,470.907,-15.959,0.004
66.422,466.944,-15.958,0.004
66.671,462.981,-15.957,0.004
66.919,459.018,-15.956,0.004
67.167,455.056,-15.955,0.004
67.416,451.094,-15.954,0.004
67.664,447.132,-15.953,0.004
67.912,443.171,-15.953,0.004
68.161,439.211,-15.952,0.004
68.409,435.251,-15.951,0.004
68.657,431.291,-15.95,0.004
68.905,427.332,-15.949,0.004
69.154,423.374,-15.948,0.004
69.402,419.415,-15.947,0.004
69.65,415.458,-15.946,0.004
69.898,411.5,-15.945,0.004
70.146,407.544,-15.944,0.004
70.394,403.587,-15.943,0.004
70.643,399.631,-15.943,0.004
70.891,395.676,-15.942,0.004
71.139,391.721,-15.941,0.004
71.387,387.766,-15.94,0.004
71.635,383.812,-15.939,0.004
71.883,379.858,-15.938,0.004
72.131,375.905,-15.937,0.004
72.379,371.952,-15.936,0.004
72.627,368,-15.935,0.004
72.875,364.048,-15.934,0.004
73.123,360.097,-15.933,0.004
73.371,356.146,-15.933,0.004
73.619,352.195,-15.932,0.004
73.867,348.245,-15.931,0.004
74.115,344.295,-15.93,0.004
74.363,340.346,-15.929,0.004
74.611,336.397,-15.928,0.004
74.859,332.449,-15.927,0.004
75.106,328.501,-15.926,0.004
75.354,324.554,-15.925,0.004
75.602,320.607,-15.924,0.004
75.85,316.661,-15.924,0.004
76.098,312.714,-15.923,0.004
76.346,308.769,-15.922,0.004
76.593,304.824,-15.921,0.004
76.841,300.879,-15.92,0.004
77.089,296.935,-15.919,0.004
77.337,292.991,-15.918,0.004
77.584,289.048,-15.917,0.004
77.832,285.105,-15.916,0.004
78.08,281.162,-15.915,0.004
78.328,277.22,-15.915,0.004
78.575,273.279,-15.914,0.004
78.823,269.338,-15.913,0.004
79.071,265.397,-15.912,0.004
79.318,261.457,-15.911,0.004
79.566,257.517,-15.91,0.004
79.813,253.578,-15.909,0.004
80.061,249.639,-15.908,0.004
80.309,245.7,-15.907,0.004
80.556,241.762,-15.906,0.004
80.804,237.825,-15.906,0.004
81.051,233.888,-15.905,0.004
81.299,229.951,-15.904,0.004
81.546,226.015,-15.903,0.004
81.794,222.079,-15.902,0.004
82.041,218.144,-15.901,0.004
82.289,214.209,-15.9,0.004
82.536,210.274,-15.899,0.004
82.784,206.34,-15.898,0.004
83.031,202.407,-15.898,0.004
83.278,198.474,-15.897,0.004
83.526,194.541,-15.896,0.004
83.773,190.609,-15.895,0.004
84.021,186.677,-15.894,0.004
84.268,182.746,-15.893,0.004
84.515,178.815,-15.892,0.004
84.763,174.884,-15.891,0.004
85.01,170.954,-15.89,0.004
85.257,167.025,-15.889,0.004
85.505,163.096,-15.889,0.004
85.752,159.167,-15.888,0.004
85.999,155.239,-15.887,0.004
86.246,151.311,-15.886,0.004
86.494,147.383,-15.885,0.004
86.741,143.456,-15.884,0.004
86.988,139.53,-15.883,0.004
87.235,135.604,-15.882,0.004
87.482,131.678,-15.881,0.004
87.729,127.753,-15.881,0.004
87.977,123.828,-15.88,0.004
88.224,119.904,-15.879,0.004
88.471,115.98,-15.878,0.004
88.718,112.057,-15.877,0.004
88.965,108.134,-15.876,0.004
89.212,104.211,-15.875,0.004
89.459,100.289,-15.874,0.004
89.706,96.368,-15.874,0.004
89.953,92.446,-15.873,0.004
90.2,88.526,-15.872,0.004
90.447,84.605,-15.871,0.004
90.694,80.685,-15.87,0.004
90.941,76.766,-15.869,0.004
91.188,72.847,-15.868,0.004
91.435,68.928,-15.867,0.004
91.682,65.01,-15.866,0.004
91.929,61.093,-15.866,0.004
92.176,57.175,-15.865,0.004
92.423,53.258,-15.864,0.004
92.67,49.342,-15.863,0.004
92.917,45.426,-15.862,0.004
93.163,41.511,-15.861,0.004
93.41,37.596,-15.86,0.004
93.657,33.681,-15.859,0.004
93.904,29.767,-15.859,0.004
94.151,25.853,-15.858,0.004
94.398,21.94,-15.857,0.004
94.644,18.027,-15.856,0.004
94.891,14.114,-15.855,0.004
95.138,10.202,-15.854,0.004
95.385,6.291,-15.853,0.004
# Event GROUND_HIT occurred at t=95.781 seconds
# Event SIMULATION_END occurred at t=95.781 seconds
95.781,0,-15.852,0.004
