# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
44.505,791.193,-91.651,1017.611
44.509,790.902,-88.37,943.81
44.512,790.601,-85.089,872.698
44.516,790.287,-81.808,804.276
44.52,789.96,-78.528,738.543
44.524,789.619,-75.247,675.5
44.529,789.261,-71.966,615.146
44.535,788.886,-68.685,557.482
44.54,788.491,-65.404,502.507
44.547,788.075,-62.123,450.222
44.554,787.634,-58.843,400.627
44.562,787.166,-55.562,353.721
44.572,786.666,-52.281,309.505
44.582,786.129,-49,267.978
44.595,785.549,-45.719,229.142
44.609,784.918,-42.439,192.995
44.626,784.225,-39.158,159.538
44.646,783.453,-35.877,128.771
44.672,782.581,-32.596,100.693
44.705,781.572,-29.315,75.306
44.748,780.366,-26.034,52.609
44.81,778.845,-22.754,32.603
44.911,776.721,-19.473,15.287
45.116,773.044,-16.333,1.236
45.361,769.082,-16.031,0.015
45.611,765.084,-16.027,0.004
45.86,761.086,-16.026,0.004
46.11,757.089,-16.025,0.004
46.359,753.092,-16.024,0.004
46.608,749.096,-16.023,0.004
46.858,745.1,-16.022,0.004
47.107,741.104,-16.021,0.004
47.357,737.109,-16.02,0.004
47.606,733.115,-16.019,0.004
47.855,729.121,-16.018,0.004
48.105,725.127,-16.017,0.004
48.354,721.134,-16.017,0.004
48.603,717.141,-16.016,0.004
48.852,713.149,-16.015,0.004
49.102,709.157,-16.014,0.004
49.351,705.166,-16.013,0.004
49.6,701.175,-16.012,0.004
49.849,697.185,-16.011,0.004
50.099,693.195,-16.01,0.004
50.348,689.206,-16.009,0.004
50.597,685.217,-16.008,0.004
50.846,681.228,-16.007,0.004
51.095,677.24,-16.006,0.004
51.344,673.253,-16.005,0.004
51.594,669.266,-16.004,0.004
51.843,665.279,-16.004,0.004
52.092,661.293,-16.003,0.004
52.341,657.307,-16.002,0.004
52.59,653.322,-16.001,0.004
52.839,649.337,-16,0.004
53.088,645.353,-15.999,0.004
53.337,641.369,-15.998,0.004
53.586,637.386,-15.997,0.004
53.835,633.403,-15.996,0.004
54.084,629.421,-15.995,0.004
54.333,625.439,-15.994,0.004
54.582,621.457,-15.993,0.004
54.831,617.476,-15.992,0.004
55.08,613.495,-15.991,0.004
55.329,609.515,-15.991,0.004
55.577,605.536,-15.99,0.004
55.826,601.556,-15.989,0.004
56.075,597.578,-15.988,0.004
56.324,593.599,-15.987,0.004
56.573,589.622,-15.986,0.004
56.822,585.644,-15.985,0.004
57.07,581.667,-15.984,0.004
57.319,577.691,-15.983,0.004
57.568,573.715,-15.982,0.004
57.817,569.739,-15.981,0.004
58.065,565.764,-15.98,0.004
58.314,561.79,-15.979,0.004
58.563,557.816,-15.979,0.004
58.812,553.842,-15.978,0.004
59.06,549.869,-15.977,0.004
59.309,545.896,-15.976,0.004
59.558,541.924,-15.975,0.004
59.806,537.952,-15.974,0.004
60.055,533.981,-15.973,0.004
60.303,530.01,-15.972,0.004
60.552,526.039,-15.971,0.004
60.801,522.069,-15.97,0.004
61.049,518.1,-15.969,0.004
61.298,514.131,-15.968,0.004
61.546,510.162,-15.968,0.004
61.795,506.194,-15.967,0.004
62.043,502.226,-15.966,0.004
62.292,498.259,-15.965,0.004
62.54,494.292,-15.964,0.004
62.789,490.326,-15.963,0.004
63.037,486.36,-15.962,0.004
63.286,482.394,-15.961,0.004
63.534,478.429,-15.96,0.004
63.782,474.465,-15.959,0.004
64.031,470.501,-15.958,0.004
64.279,466.537,-15.957,0.004
64.528,462.574,-15.957,0.004
64.776,458.611,-15.956,0.004
65.024,454.649,-15.955,0.004
65.273,450.687,-15.954,0.004
65.521,446.726,-15.953,0.004
65.769,442.765,-15.952,0.004
66.017,438.805,-15.951,0.004
66.266,434.845,-15.95,0.004
66.514,430.885,-15.949,0.004
66.762,426.926,-15.948,0.004
67.01,422.967,-15.947,0.004
67.259,419.009,-15.947,0.004
67.507,415.052,-15.946,0.004
67.755,411.094,-15.945,0.004
68.003,407.138,-15.944,0.004
68.251,403.181,-15.943,0.004
68.499,399.225,-15.942,0.004
68.748,395.27,-15.941,0.004
68.996,391.315,-15.94,0.004
69.244,387.36,-15.939,0.004
69.492,383.406,-15.938,0.004
69.74,379.453,-15.937,0.004
69.988,375.499,-15.937,0.004
70.236,371.547,-15.936,0.004
70.484,367.594,-15.935,0.004
70.732,363.643,-15.934,0.004
70.98,359.691,-15.933,0.004
71.228,355.74,-15.932,0.004
71.476,351.79,-15.931,0.004
71.724,347.84,-15.93,0.004
71.972,343.89,-15.929,0.004
72.22,339.941,-15.928,0.004
72.468,335.992,-15.927,0.004
72.716,332.044,-15.927,0.004
72.963,328.096,-15.926,0.004
73.211,324.149,-15.925,0.004
73.459,320.202,-15.924,0.004
73.707,316.256,-15.923,0.004
73.955,312.31,-15.922,0.004
74.203,308.364,-15.921,0.004
74.45,304.419,-15.92,0.004
74.698,300.474,-15.919,0.004
74.946,296.53,-15.918,0.004
75.194,292.586,-15.918,0.004
75.442,288.643,-15.917,0.004
75.689,284.7,-15.916,0.004
75.937,280.758,-15.915,0.004
76.185,276.816,-15.914,0.004
76.432,272.874,-15.913,0.004
76.68,268.933,-15.912,0.004
76.928,264.993,-15.911,0.004
77.175,261.052,-15.91,0.004
77.423,257.113,-15.909,0.004
77.671,253.173,-15.909,0.004
77.918,249.235,-15.908,0.004
78.166,245.296,-15.907,0.004
78.413,241.358,-15.906,0.004
78.661,237.421,-15.905,0.004
78.908,233.484,-15.904,0.004
79.156,229.547,-15.903,0.004
79.403,225.611,-15.902,0.004
79.651,221.675,-15.901,0.004
79.898,217.74,-15.901,0.004
80.146,213.805,-15.9,0.004
80.393,209.871,-15.899,0.004
80.641,205.937,-15.898,0.004
80.888,202.003,-15.897,0.004
81.136,198.07,-15.896,0.004
81.383,194.137,-15.895,0.004
81.63,190.205,-15.894,0.004
81.878,186.274,-15.893,0.004
82.125,182.342,-15.892,0.004
82.373,178.411,-15.892,0.004
82.62,174.481,-15.891,0.004
82.867,170.551,-15.89,0.004
83.115,166.621,-15.889,0.004
83.362,162.692,-15.888,0.004
83.609,158.764,-15.887,0.004
83.856,154.836,-15.886,0.004
84.104,150.908,-15.885,0.004
84.351,146.98,-15.884,0.004
84.598,143.054,-15.884,0.004
84.845,139.127,-15.883,0.004
85.092,135.201,-15.882,0.004
85.34,131.276,-15.881,0.004
85.587,127.35,-15.88,0.004
85.834,123.426,-15.879,0.004
86.081,119.502,-15.878,0.004
86.328,115.578,-15.877,0.004
86.575,111.654,-15.876,0.004
86.822,107.731,-15.876,0.004
87.069,103.809,-15.875,0.004
87.317,99.887,-15.874,0.004
87.564,95.965,-15.873,0.004
87.811,92.044,-15.872,0.004
88.058,88.123,-15.871,0.004
88.305,84.203,-15.87,0.004
88.552,80.283,-15.869,0.004
88.799,76.364,-15.869,0.004
89.046,72.445,-15.868,0.004
89.293,68.526,-15.867,0.004
89.54,64.608,-15.866,0.004
89.786,60.691,-15.865,0.004
90.033,56.773,-15.864,0.004
90.28,52.857,-15.863,0.004
90.527,48.94,-15.862,0.004
90.774,45.024,-15.861,0.004
91.021,41.109,-15.861,0.004
91.268,37.194,-15.86,0.004
91.515,33.279,-15.859,0.004
91.761,29.365,-15.858,0.004
92.008,25.451,-15.857,0.004
92.255,21.538,-15.856,0.004
92.502,17.625,-15.855,0.004
92.749,13.713,-15.854,0.004
92.995,9.801,-15.854,0.004
93.242,5.889,-15.853,0.004
# Event GROUND_HIT occurred at t=93.614 seconds
# Event SIMULATION_END occurred at t=93.614 seconds
93.614,0,-15.851,0.004
