Time,Altitude,Temp,Voltage
106,-22,64.3F,8.5
106.05,-23,64.3F,8.5
106.1,-20,64.3F,8.5
106.15,-23,64.3F,8.5
106.2,-21,64.3F,8.5
106.25,-23,64.3F,8.5
106.3,-20,64.3F,8.5
106.35,-22,64.3F,8.5
106.4,-21,64.3F,8.5
106.45,-22,64.3F,8.5
106.5,-22,64.3F,8.5
106.55,-22,64.3F,8.5
106.6,-22,64.3F,8.5
106.65,-24,64.3F,8.5
106.7,-22,64.3F,8.5
106.75,-21,64.3F,8.5
106.8,-23,64.3F,8.5
106.85,-21,64.3F,8.6
106.9,-22,64.3F,8.5
106.95,-22,64.3F,8.5
107,-22,64.3F,8.5
107.05,-22,64.3F,8.5
107.1,-22,64.3F,8.5
107.15,-22,64.3F,8.5
107.2,-22,64.3F,8.5
107.25,-21,64.3F,8.6
107.3,-22,64.3F,8.5
107.35,-23,64.3F,8.5
107.4,-22,64.3F,8.5
107.45,-22,64.3F,8.5
107.5,-21,64.3F,8.5
107.55,-22,64.3F,8.5
107.6,-22,64.3F,8.5
107.65,-21,64.3F,8.5
107.7,-22,64.3F,8.5
107.75,-21,64.3F,8.5
107.8,-20,64.3F,8.5
107.85,-20,64.3F,8.5
107.9,-22,64.3F,8.5
107.95,-21,64.3F,8.5
