Time,Altitude,Temp,Voltage
0,-2,65.0F,8.5
0.05,-8,65.0F,8.5
0.1,5,65.0F,8.5
0.15,0,65.0F,8.5
0.2,2,65.0F,8.5
0.25,5,65.0F,8.5
0.3,-2,65.0F,8.5
0.35,9,65.0F,8.5
0.4,14,65.0F,8.5
0.45,18,65.0F,8.5
0.5,18,65.0F,8.5
0.55,25,65.0F,8.5
0.6,30,65.0F,8.5
0.65,34,65.0F,8.5
0.7,41,65.0F,8.5
0.75,47,65.0F,8.5
0.8,52,65.0F,8.5
0.85,59,65.0F,8.5
0.9,66,65.0F,8.5
0.95,73,65.0F,8.5
1,79,65.0F,8.5
1.05,90,65.0F,8.5
1.1,101,65.0F,8.5
1.15,111,65.0F,8.5
1.2,122,65.0F,8.5
1.25,131,65.0F,8.5
1.3,143,65.0F,8.5
1.35,155,65.0F,8.5
1.4,167,65.0F,8.5
1.45,178,65.0F,8.5
1.5,194,65.0F,8.5
1.55,210,65.0F,8.5
1.6,224,65.0F,8.5
1.65,237,65.0F,8.5
1.7,250,65.0F,8.5
1.75,267,65.0F,8.5
1.8,281,65.0F,8.5
1.85,298,65.0F,8.5
1.9,317,65.0F,8.5
1.95,336,65.0F,8.5
2,354,65.0F,8.5
2.05,377,65.0F,8.5
2.1,396,65.0F,8.5
2.15,415,65.0F,8.5
2.2,438,65.0F,8.5
2.25,457,65.0F,8.5
2.3,473,65.0F,8.5
2.35,498,65.0F,8.5
2.4,524,65.0F,8.5
2.45,546,65.0F,8.5
2.5,572,65.0F,8.5
2.55,592,65.0F,8.5
2.6,617,65.0F,8.5
2.65,642,65.0F,8.5
2.7,666,65.0F,8.5
2.75,692,65.0F,8.5
2.8,717,65.0F,8.5
2.85,746,65.0F,8.5
2.9,778,65.0F,8.5
2.95,810,65.0F,8.5
3,840,65.0F,8.5
3.05,873,65.0F,8.5
3.1,901,65.0F,8.5
3.15,932,65.0F,8.5
3.2,961,65.0F,8.5
3.25,993,65.0F,8.5
3.3,1025,65.0F,8.5
3.35,1059,65.0F,8.5
3.4,1090,65.0F,8.5
3.45,1123,65.0F,8.5
3.5,1153,65.0F,8.5
3.55,1182,65.0F,8.5
3.6,1212,65.0F,8.5
3.65,1243,65.0F,8.5
3.7,1272,65.0F,8.5
3.75,1299,65.0F,8.5
3.8,1330,65.0F,8.5
3.85,1360,65.0F,8.5
3.9,1387,65.0F,8.5
3.95,1415,65.0F,8.5
4,1441,65.0F,8.5
4.05,1473,65.0F,8.5
4.1,1501,65.0F,8.5
4.15,1530,65.0F,8.5
4.2,1558,65.0F,8.5
4.25,1585,65.0F,8.5
4.3,1616,65.0F,8.5
4.35,1642,65.0F,8.5
4.4,1666,65.0F,8.5
4.45,1693,65.0F,8.5
4.5,1719,65.0F,8.5
4.55,1748,65.0F,8.5
4.6,1775,65.0F,8.5
4.65,1804,65.0F,8.5
4.7,1830,64.9F,8.5
4.75,1855,64.9F,8.5
4.8,1878,65.0F,8.5
4.85,1907,64.9F,8.5
4.9,1930,65.0F,8.5
4.95,1956,65.0F,8.5
5,1986,65.0F,8.5
5.05,2009,65.0F,8.5
5.1,2035,65.0F,8.5
5.15,2060,64.9F,8.5
5.2,2087,64.9F,8.5
5.25,2110,64.9F,8.5
5.3,2137,64.9F,8.5
5.35,2158,65.0F,8.5
5.4,2181,65.0F,8.5
5.45,2209,65.0F,8.5
5.5,2233,64.9F,8.5
5.55,2258,64.9F,8.5
5.6,2282,64.9F,8.5
5.65,2306,64.9F,8.5
5.7,2327,65.0F,8.5
5.75,2353,64.9F,8.5
5.8,2379,64.9F,8.5
5.85,2401,64.9F,8.5
5.9,2423,64.9F,8.5
5.95,2449,64.9F,8.5
6,2471,64.9F,8.5
6.05,2494,64.9F,8.5
6.1,2516,64.9F,8.5
6.15,2540,64.9F,8.5
6.2,2567,64.9F,8.5
6.25,2584,64.9F,8.5
6.3,2607,64.9F,8.5
6.35,2631,64.9F,8.5
6.4,2650,64.9F,8.5
6.45,2672,64.9F,8.5
6.5,2695,64.9F,8.5
6.55,2714,64.9F,8.5
6.6,2742,64.9F,8.5
6.65,2762,64.9F,8.5
6.7,2782,64.9F,8.5
6.75,2803,64.9F,8.5
6.8,2826,64.9F,8.5
6.85,2847,64.9F,8.5
6.9,2866,64.9F,8.5
6.95,2888,64.9F,8.5
7,2910,64.9F,8.5
7.05,2927,64.9F,8.5
7.1,2950,64.9F,8.5
7.15,2968,64.9F,8.5
7.2,2989,64.9F,8.5
7.25,3014,64.9F,8.5
7.3,3033,64.9F,8.5
7.35,3053,64.9F,8.5
7.4,3072,64.9F,8.5
7.45,3092,64.9F,8.5
7.5,3111,64.9F,8.5
7.55,3130,64.9F,8.5
7.6,3150,64.9F,8.5
7.65,3169,64.9F,8.5
7.7,3187,64.9F,8.5
7.75,3206,64.9F,8.5
7.8,3227,64.9F,8.5
7.85,3245,64.9F,8.5
7.9,3264,64.9F,8.5
7.95,3282,64.9F,8.5
8,3299,64.9F,8.5
8.05,3319,64.9F,8.5
8.1,3337,64.9F,8.5
8.15,3355,64.9F,8.5
8.2,3374,64.9F,8.5
8.25,3393,64.9F,8.5
8.3,3409,64.9F,8.5
8.35,3428,64.9F,8.5
8.4,3444,64.9F,8.5
8.45,3464,64.9F,8.5
8.5,3480,64.9F,8.5
8.55,3498,64.9F,8.5
8.6,3518,64.9F,8.5
8.65,3532,64.9F,8.5
8.7,3546,64.9F,8.5
8.75,3562,64.9F,8.5
8.8,3583,64.9F,8.5
8.85,3596,64.9F,8.5
8.9,3615,64.9F,8.5
8.95,3633,64.9F,8.5
9,3649,64.9F,8.5
9.05,3665,64.9F,8.5
9.1,3681,64.9F,8.5
9.15,3699,64.9F,8.5
9.2,3715,64.9F,8.5
9.25,3730,64.9F,8.5
9.3,3747,64.9F,8.5
9.35,3762,64.9F,8.5
9.4,3778,64.9F,8.5
9.45,3793,64.9F,8.5
9.5,3808,64.8F,8.5
9.55,3824,64.9F,8.5
9.6,3838,64.9F,8.5
9.65,3855,64.8F,8.5
9.7,3872,64.8F,8.5
9.75,3884,64.9F,8.5
9.8,3897,64.8F,8.5
9.85,3913,64.9F,8.5
9.9,3929,64.9F,8.5
9.95,3943,64.8F,8.5
10,3958,64.9F,8.5
10.05,3973,64.9F,8.5
10.1,3988,64.8F,8.5
10.15,4001,64.9F,8.5
10.2,4016,64.8F,8.5
10.25,4029,64.8F,8.5
10.3,4043,64.8F,8.5
10.35,4057,64.8F,8.5
10.4,4071,64.8F,8.5
10.45,4088,64.8F,8.5
10.5,4099,64.8F,8.5
10.55,4112,64.8F,8.5
10.6,4126,64.8F,8.5
10.65,4141,64.8F,8.5
10.7,4154,64.8F,8.5
10.75,4168,64.8F,8.5
10.8,4179,64.8F,8.5
10.85,4190,64.8F,8.5
10.9,4205,64.8F,8.5
10.95,4217,64.8F,8.5
11,4229,64.8F,8.5
11.05,4242,64.8F,8.5
11.1,4256,64.8F,8.5
11.15,4267,64.8F,8.5
11.2,4280,64.8F,8.5
11.25,4291,64.8F,8.5
11.3,4305,64.8F,8.5
11.35,4317,64.8F,8.5
11.4,4328,64.8F,8.5
11.45,4341,64.8F,8.5
11.5,4351,64.8F,8.5
11.55,4362,64.8F,8.5
11.6,4372,64.8F,8.5
11.65,4384,64.8F,8.5
11.7,4397,64.8F,8.5
11.75,4407,64.8F,8.5
11.8,4420,64.8F,8.5
11.85,4429,64.8F,8.5
11.9,4442,64.8F,8.5
11.95,4453,64.8F,8.5
12,4464,64.8F,8.5
12.05,4473,64.8F,8.5
12.1,4486,64.8F,8.5
12.15,4496,64.8F,8.5
12.2,4506,64.8F,8.5
12.25,4514,64.8F,8.5
12.3,4526,64.8F,8.5
12.35,4537,64.8F,8.5
12.4,4547,64.8F,8.5
12.45,4557,64.8F,8.5
12.5,4567,64.8F,8.5
12.55,4577,64.8F,8.5
12.6,4587,64.8F,8.5
12.65,4597,64.8F,8.5
12.7,4606,64.8F,8.5
12.75,4614,64.8F,8.5
12.8,4625,64.8F,8.5
12.85,4633,64.8F,8.5
12.9,4644,64.8F,8.5
12.95,4652,64.8F,8.5
13,4662,64.8F,8.5
13.05,4671,64.8F,8.5
13.1,4681,64.8F,8.5
13.15,4689,64.8F,8.5
13.2,4697,64.8F,8.5
13.25,4705,64.8F,8.5
13.3,4715,64.8F,8.5
13.35,4722,64.8F,8.5
13.4,4731,64.8F,8.5
13.45,4739,64.8F,8.5
13.5,4747,64.8F,8.5
13.55,4757,64.8F,8.5
13.6,4764,64.8F,8.5
13.65,4771,64.8F,8.5
13.7,4779,64.8F,8.5
13.75,4787,64.8F,8.5
13.8,4795,64.8F,8.5
13.85,4803,64.8F,8.5
13.9,4811,64.8F,8.5
13.95,4817,64.8F,8.5
14,4825,64.8F,8.5
14.05,4832,64.8F,8.5
14.1,4839,64.8F,8.5
14.15,4847,64.8F,8.5
14.2,4854,64.8F,8.5
14.25,4861,64.8F,8.5
14.3,4868,64.8F,8.5
14.35,4874,64.8F,8.5
14.4,4881,64.8F,8.5
14.45,4887,64.8F,8.5
14.5,4893,64.8F,8.5
14.55,4900,64.8F,8.5
14.6,4907,64.8F,8.5
14.65,4913,64.8F,8.5
14.7,4921,64.8F,8.5
14.75,4924,64.8F,8.5
14.8,4932,64.8F,8.5
14.85,4939,64.8F,8.5
14.9,4944,64.8F,8.5
14.95,4951,64.8F,8.5
15,4956,64.8F,8.5
15.05,4960,64.8F,8.5
15.1,4966,64.8F,8.5
15.15,4972,64.8F,8.5
15.2,4976,64.8F,8.5
15.25,4982,64.8F,8.5
15.3,4989,64.8F,8.5
15.35,4993,64.8F,8.5
15.4,4998,64.8F,8.5
15.45,5003,64.8F,8.5
15.5,5008,64.8F,8.5
15.55,5014,64.8F,8.5
15.6,5017,64.8F,8.5
15.65,5024,64.8F,8.5
15.7,5028,64.8F,8.5
15.75,5032,64.8F,8.5
15.8,5039,64.8F,8.5
15.85,5042,64.8F,8.5
15.9,5046,64.8F,8.5
15.95,5049,64.8F,8.5
16,5053,64.8F,8.5
16.05,5058,64.8F,8.5
16.1,5061,64.8F,8.5
16.15,5064,64.8F,8.5
16.2,5071,64.8F,8.5
16.25,5072,64.8F,8.5
16.3,5076,64.8F,8.5
16.35,5078,64.8F,8.5
16.4,5083,64.8F,8.5
16.45,5087,64.8F,8.5
16.5,5089,64.8F,8.5
16.55,5092,64.8F,8.5
16.6,5097,64.8F,8.5
16.65,5099,64.8F,8.5
16.7,5102,64.8F,8.5
16.75,5104,64.8F,8.5
16.8,5107,64.8F,8.5
16.85,5109,64.8F,8.5
16.9,5115,64.8F,8.5
16.95,5116,64.8F,8.5
17,5118,64.8F,8.5
17.05,5123,64.8F,8.5
17.1,5123,64.8F,8.5
17.15,5126,64.8F,8.5
17.2,5128,64.8F,8.5
17.25,5129,64.8F,8.5
17.3,5132,64.8F,8.5
17.35,5135,64.8F,8.5
17.4,5136,64.8F,8.5
17.45,5139,64.8F,8.5
17.5,5141,64.8F,8.5
17.55,5141,64.8F,8.5
17.6,5144,64.8F,8.5
17.65,5143,64.8F,8.5
17.7,5147,64.8F,8.5
17.75,5146,64.8F,8.5
17.8,5148,64.8F,8.5
17.85,5152,64.8F,8.5
17.9,5151,64.8F,8.5
17.95,5154,64.7F,8.5
18,5152,64.8F,8.5
18.05,5154,64.8F,8.5
18.1,5154,64.8F,8.5
18.15,5157,64.8F,8.5
18.2,5156,64.8F,8.5
18.25,5158,64.8F,8.5
18.3,5159,64.8F,8.5
18.35,5159,64.7F,8.5
18.4,5160,64.8F,8.5
18.45,5158,64.8F,8.5
18.5,5158,64.8F,8.5
18.55,5106,64.8F,8.5
18.6,5172,64.8F,8.5
18.65,5164,64.8F,8.5
18.7,5161,64.8F,8.5
18.75,5161,64.8F,8.5
18.8,5162,64.8F,8.5
18.85,5159,64.8F,8.5
18.9,5160,64.9F,8.5
18.95,5161,64.9F,8.5
19,5159,64.9F,8.5
19.05,5160,64.9F,8.5
19.1,5159,64.9F,8.5
19.15,5159,64.9F,8.5
19.2,5158,65.0F,8.5
19.25,5159,64.9F,8.5
19.3,5159,65.0F,8.5
19.35,5160,65.0F,8.5
19.4,5160,65.0F,8.5
19.45,5160,65.0F,8.5
19.5,5159,65.0F,8.5
19.55,5159,65.0F,8.5
19.6,5160,65.0F,8.5
19.65,5163,65.0F,8.5
19.7,5168,65.0F,8.5
19.75,5169,65.0F,8.5
19.8,5166,65.0F,8.5
19.85,5163,65.0F,8.5
19.9,5159,65.0F,8.5
19.95,5152,65.0F,8.5
20,5145,65.0F,8.5
20.05,5137,65.0F,8.5
20.1,5133,65.0F,8.5
20.15,5128,65.0F,8.5
20.2,5125,65.0F,8.5
20.25,5123,65.0F,8.5
20.3,5122,65.0F,8.5
20.35,5120,65.0F,8.5
20.4,5118,65.0F,8.5
20.45,5121,65.0F,8.5
20.5,5127,65.0F,8.5
20.55,5138,65.0F,8.5
20.6,5149,65.0F,8.5
20.65,5156,65.0F,8.5
20.7,5145,65.0F,8.5
20.75,5141,65.0F,8.5
20.8,5138,65.0F,8.5
20.85,5147,65.0F,8.5
20.9,5159,65.0F,8.5
20.95,5152,65.0F,8.5
21,5143,65.0F,8.5
21.05,5134,65.0F,8.5
21.1,5113,65.0F,8.5
21.15,5105,65.0F,8.5
21.2,5097,65.0F,8.5
21.25,5083,65.0F,8.5
21.3,5076,65.0F,8.5
21.35,5069,65.0F,8.5
21.4,5065,65.0F,8.5
21.45,5061,65.0F,8.5
21.5,5058,65.0F,8.5
21.55,5054,65.0F,8.5
21.6,5051,65.0F,8.5
21.65,5049,65.0F,8.5
21.7,5043,65.0F,8.5
21.75,5039,65.0F,8.5
21.8,5038,65.0F,8.5
21.85,5036,65.0F,8.5
21.9,5037,65.0F,8.5
21.95,5038,65.0F,8.5
22,5043,65.0F,8.5
22.05,5045,65.0F,8.5
22.1,5050,65.0F,8.5
22.15,5046,65.0F,8.5
22.2,5044,65.0F,8.5
22.25,5038,65.0F,8.5
22.3,5031,65.0F,8.5
22.35,5020,65.0F,8.5
22.4,5012,65.0F,8.5
22.45,5003,65.0F,8.5
22.5,4994,65.0F,8.5
22.55,4986,65.0F,8.5
22.6,4978,65.0F,8.5
22.65,4973,65.0F,8.5
22.7,4967,65.0F,8.5
22.75,4964,65.0F,8.5
22.8,4959,65.0F,8.5
22.85,4955,65.0F,8.5
22.9,4951,65.0F,8.5
22.95,4948,65.0F,8.5
23,4946,65.0F,8.5
23.05,4949,65.0F,8.5
23.1,4953,65.0F,8.5
23.15,4953,65.0F,8.5
23.2,4952,65.0F,8.5
23.25,4948,65.0F,8.5
23.3,4943,65.0F,8.5
23.35,4935,65.0F,8.5
23.4,4928,65.0F,8.5
23.45,4916,65.0F,8.5
23.5,4904,65.0F,8.5
23.55,4896,65.0F,8.5
23.6,4891,65.0F,8.5
23.65,4887,65.0F,8.5
23.7,4881,65.0F,8.5
23.75,4876,65.0F,8.5
23.8,4872,65.0F,8.5
23.85,4867,65.0F,8.5
23.9,4864,65.0F,8.5
23.95,4858,65.0F,8.5
24,4854,65.0F,8.5
24.05,4852,65.0F,8.5
24.1,4849,65.0F,8.5
24.15,4846,65.0F,8.5
24.2,4843,65.0F,8.5
24.25,4841,65.0F,8.5
24.3,4837,65.0F,8.5
24.35,4837,65.0F,8.5
24.4,4832,65.0F,8.5
24.45,4829,65.0F,8.5
24.5,4827,65.0F,8.5
24.55,4827,65.0F,8.5
24.6,4828,65.0F,8.5
24.65,4827,65.0F,8.5
24.7,4826,65.0F,8.5
24.75,4823,65.0F,8.5
24.8,4813,65.0F,8.5
24.85,4797,65.0F,8.5
24.9,4779,65.0F,8.5
24.95,4767,65.0F,8.5
25,4767,64.9F,8.5
25.05,4778,65.0F,8.5
25.1,4796,65.0F,8.5
25.15,4814,65.0F,8.5
25.2,4830,65.0F,8.5
25.25,4816,65.0F,8.5
25.3,4794,65.0F,8.5
25.35,4780,65.0F,8.5
25.4,4758,65.0F,8.5
25.45,4736,65.0F,8.5
25.5,4727,65.0F,8.5
25.55,4715,65.0F,8.5
25.6,4708,65.0F,8.5
25.65,4708,65.0F,8.5
25.7,4709,64.9F,8.5
25.75,4713,65.0F,8.5
25.8,4724,64.9F,8.5
25.85,4728,64.9F,8.5
25.9,4718,64.9F,8.5
25.95,4702,64.9F,8.5
26,4686,65.0F,8.5
26.05,4675,64.9F,8.5
26.1,4665,64.9F,8.5
26.15,4658,64.9F,8.5
26.2,4656,64.9F,8.5
26.25,4650,65.0F,8.5
26.3,4654,64.9F,8.5
26.35,4651,64.9F,8.5
26.4,4645,64.9F,8.5
26.45,4641,64.9F,8.5
26.5,4634,64.9F,8.5
26.55,4624,64.9F,8.5
26.6,4618,64.9F,8.5
26.65,4613,65.0F,8.5
26.7,4608,64.9F,8.5
26.75,4602,65.0F,8.5
26.8,4599,64.9F,8.5
26.85,4595,64.9F,8.5
26.9,4590,64.9F,8.5
26.95,4587,64.9F,8.5
27,4582,64.9F,8.5
27.05,4576,64.9F,8.5
27.1,4571,64.9F,8.5
27.15,4565,64.9F,8.5
27.2,4562,64.9F,8.5
27.25,4557,64.9F,8.5
27.3,4555,64.9F,8.5
27.35,4553,64.9F,8.5
27.4,4546,64.9F,8.5
27.45,4543,64.9F,8.5
27.5,4534,64.9F,8.5
27.55,4523,64.9F,8.5
27.6,4521,64.9F,8.5
27.65,4522,64.9F,8.5
27.7,4527,64.9F,8.5
27.75,4524,64.9F,8.5
27.8,4514,64.9F,8.5
27.85,4511,64.9F,8.5
27.9,4517,64.9F,8.5
27.95,4507,64.9F,8.5
28,4501,64.9F,8.5
28.05,4493,64.9F,8.5
28.1,4487,64.9F,8.5
28.15,4482,64.9F,8.5
28.2,4473,64.9F,8.5
28.25,4463,64.9F,8.5
28.3,4459,64.9F,8.5
28.35,4457,64.9F,8.5
28.4,4469,64.9F,8.5
28.45,4458,64.9F,8.5
28.5,4448,64.9F,8.5
28.55,4436,64.9F,8.5
28.6,4431,64.9F,8.5
28.65,4422,64.9F,8.5
28.7,4411,64.9F,8.5
28.75,4408,64.9F,8.5
28.8,4402,64.9F,8.5
28.85,4399,64.9F,8.5
28.9,4397,64.9F,8.5
28.95,4391,64.9F,8.5
29,4382,64.9F,8.5
29.05,4380,64.9F,8.5
29.1,4376,64.9F,8.5
29.15,4376,64.9F,8.5
29.2,4378,64.9F,8.5
29.25,4381,64.9F,8.5
29.3,4393,64.9F,8.5
29.35,4406,64.9F,8.5
29.4,4403,64.9F,8.5
29.45,4378,64.9F,8.5
29.5,4362,64.9F,8.5
29.55,4343,64.9F,8.5
29.6,4342,64.9F,8.5
29.65,4334,64.9F,8.5
29.7,4329,64.9F,8.5
29.75,4330,64.9F,8.5
29.8,4330,64.9F,8.5
29.85,4332,64.9F,8.5
29.9,4333,64.9F,8.5
29.95,4334,64.9F,8.5
30,4349,64.9F,8.5
30.05,4363,64.8F,8.5
30.1,4371,64.9F,8.5
30.15,4354,64.9F,8.5
30.2,4327,64.9F,8.5
30.25,4301,64.9F,8.5
30.3,4285,64.9F,8.5
30.35,4262,64.9F,8.5
30.4,4249,64.9F,8.5
30.45,4248,64.9F,8.5
30.5,4249,64.9F,8.5
30.55,4258,64.9F,8.5
30.6,4257,64.9F,8.5
30.65,4247,64.9F,8.5
30.7,4225,64.8F,8.5
30.75,4213,64.8F,8.5
30.8,4210,64.8F,8.5
30.85,4203,64.9F,8.5
30.9,4208,64.8F,8.5
30.95,4214,64.9F,8.5
31,4238,64.8F,8.5
31.05,4230,64.9F,8.5
31.1,4192,64.8F,8.5
31.15,4182,64.8F,8.5
31.2,4183,64.8F,8.5
31.25,4168,64.8F,8.5
31.3,4158,64.8F,8.5
31.35,4163,64.8F,8.5
31.4,4179,64.8F,8.5
31.45,4194,64.8F,8.5
31.5,4195,64.8F,8.5
31.55,4182,64.8F,8.5
31.6,4163,64.8F,8.5
31.65,4150,64.8F,8.5
31.7,4133,64.8F,8.5
31.75,4119,64.8F,8.5
31.8,4110,64.8F,8.5
31.85,4104,64.8F,8.5
31.9,4100,64.8F,8.5
31.95,4104,64.8F,8.5
32,4106,64.8F,8.5
32.05,4111,64.8F,8.5
32.1,4113,64.8F,8.5
32.15,4112,64.8F,8.5
32.2,4112,64.8F,8.5
32.25,4099,64.8F,8.5
32.3,4085,64.8F,8.5
32.35,4068,64.8F,8.5
32.4,4052,64.8F,8.5
32.45,4047,64.8F,8.5
32.5,4048,64.8F,8.5
32.55,4046,64.8F,8.5
32.6,4046,64.8F,8.5
32.65,4042,64.8F,8.5
32.7,4043,64.8F,8.5
32.75,4030,64.8F,8.5
32.8,4027,64.8F,8.5
32.85,4018,64.8F,8.5
32.9,4010,64.8F,8.5
32.95,3998,64.8F,8.5
33,3996,64.8F,8.5
33.05,3993,64.8F,8.5
33.1,3993,64.8F,8.5
33.15,3995,64.8F,8.5
33.2,3995,64.8F,8.5
33.25,3990,64.8F,8.5
33.3,3983,64.8F,8.5
33.35,3969,64.8F,8.5
33.4,3959,64.8F,8.5
33.45,3948,64.8F,8.5
33.5,3943,64.8F,8.5
33.55,3943,64.8F,8.5
33.6,3952,64.8F,8.5
33.65,3959,64.8F,8.5
33.7,3957,64.8F,8.5
33.75,3953,64.8F,8.5
33.8,3949,64.8F,8.5
33.85,3932,64.8F,8.5
33.9,3921,64.8F,8.5
33.95,3912,64.8F,8.5
34,3902,64.8F,8.5
34.05,3898,64.8F,8.5
34.1,3898,64.8F,8.5
34.15,3898,64.8F,8.5
34.2,3918,64.8F,8.5
34.25,3916,64.8F,8.5
34.3,3913,64.8F,8.5
34.35,3899,64.8F,8.5
34.4,3883,64.8F,8.5
34.45,3858,64.8F,8.5
34.5,3846,64.8F,8.5
34.55,3841,64.8F,8.5
34.6,3839,64.8F,8.5
34.65,3836,64.8F,8.5
34.7,3832,64.8F,8.5
34.75,3830,64.8F,8.5
34.8,3831,64.8F,8.5
34.85,3824,64.8F,8.5
34.9,3819,64.8F,8.5
34.95,3813,64.8F,8.5
35,3809,64.8F,8.5
35.05,3809,64.8F,8.5
35.1,3809,64.8F,8.5
35.15,3815,64.8F,8.5
35.2,3815,64.8F,8.5
35.25,3811,64.8F,8.5
35.3,3792,64.8F,8.5
35.35,3776,64.8F,8.5
35.4,3771,64.8F,8.5
35.45,3761,64.8F,8.5
35.5,3752,64.8F,8.5
35.55,3743,64.8F,8.5
35.6,3740,64.8F,8.5
35.65,3733,64.8F,8.5
35.7,3726,64.8F,8.5
35.75,3724,64.8F,8.5
35.8,3723,64.8F,8.5
35.85,3723,64.8F,8.5
35.9,3720,64.8F,8.5
35.95,3717,64.8F,8.5
36,3718,64.8F,8.5
36.05,3722,64.8F,8.5
36.1,3723,64.8F,8.5
36.15,3733,64.8F,8.5
36.2,3740,64.8F,8.5
36.25,3746,64.8F,8.5
36.3,3734,64.8F,8.5
36.35,3721,64.8F,8.5
36.4,3698,64.8F,8.5
36.45,3690,64.8F,8.5
36.5,3665,64.8F,8.5
36.55,3656,64.8F,8.5
36.6,3647,64.8F,8.5
36.65,3637,64.8F,8.5
36.7,3629,64.8F,8.5
36.75,3623,64.8F,8.5
36.8,3619,64.8F,8.5
36.85,3616,64.8F,8.5
36.9,3613,64.8F,8.5
36.95,3609,64.8F,8.5
37,3600,64.8F,8.5
37.05,3595,64.8F,8.5
37.1,3589,64.8F,8.5
37.15,3585,64.8F,8.5
37.2,3583,64.8F,8.5
37.25,3578,64.8F,8.5
37.3,3581,64.8F,8.5
37.35,3596,64.8F,8.5
37.4,3583,64.8F,8.5
37.45,3572,64.8F,8.5
37.5,3568,64.8F,8.5
37.55,3552,64.8F,8.5
37.6,3543,64.8F,8.5
37.65,3533,64.7F,8.5
37.7,3527,64.8F,8.5
37.75,3523,64.8F,8.5
37.8,3519,64.8F,8.5
37.85,3514,64.8F,8.5
37.9,3506,64.7F,8.5
37.95,3500,64.8F,8.5
38,3497,64.8F,8.5
38.05,3492,64.8F,8.5
38.1,3489,64.7F,8.5
38.15,3491,64.7F,8.5
38.2,3488,64.7F,8.5
38.25,3483,64.7F,8.5
38.3,3476,64.8F,8.5
38.35,3470,64.8F,8.5
38.4,3464,64.7F,8.5
38.45,3467,64.7F,8.5
38.5,3464,64.7F,8.5
38.55,3457,64.7F,8.5
38.6,3450,64.7F,8.5
38.65,3436,64.7F,8.5
38.7,3426,64.7F,8.5
38.75,3421,64.7F,8.5
38.8,3423,64.7F,8.5
38.85,3427,64.7F,8.5
38.9,3427,64.7F,8.5
38.95,3421,64.7F,8.5
39,3410,64.7F,8.5
39.05,3396,64.7F,8.5
39.1,3386,64.7F,8.5
39.15,3380,64.7F,8.5
39.2,3384,64.7F,8.5
39.25,3396,64.7F,8.5
39.3,3407,64.7F,8.5
39.35,3420,64.7F,8.5
39.4,3418,64.7F,8.5
39.45,3410,64.7F,8.5
39.5,3385,64.7F,8.5
39.55,3362,64.7F,8.5
39.6,3345,64.7F,8.5
39.65,3334,64.7F,8.5
39.7,3324,64.7F,8.5
39.75,3320,64.7F,8.5
39.8,3317,64.7F,8.5
39.85,3312,64.7F,8.5
39.9,3307,64.7F,8.5
39.95,3303,64.7F,8.5
40,3297,64.7F,8.5
40.05,3293,64.7F,8.5
40.1,3288,64.7F,8.5
40.15,3278,64.7F,8.5
40.2,3272,64.7F,8.5
40.25,3265,64.7F,8.5
40.3,3261,64.7F,8.5
40.35,3256,64.7F,8.5
40.4,3254,64.7F,8.5
40.45,3254,64.7F,8.5
40.5,3251,64.7F,8.5
40.55,3243,64.7F,8.5
40.6,3234,64.7F,8.5
40.65,3226,64.7F,8.5
40.7,3219,64.7F,8.5
40.75,3216,64.7F,8.5
40.8,3213,64.7F,8.5
40.85,3211,64.7F,8.5
40.9,3209,64.7F,8.5
40.95,3200,64.7F,8.5
41,3195,64.7F,8.5
41.05,3186,64.7F,8.5
41.1,3180,64.7F,8.5
41.15,3174,64.7F,8.5
41.2,3169,64.7F,8.5
41.25,3164,64.7F,8.5
41.3,3161,64.7F,8.5
41.35,3160,64.7F,8.5
41.4,3161,64.7F,8.5
41.45,3162,64.7F,8.5
41.5,3159,64.7F,8.5
41.55,3161,64.7F,8.5
41.6,3165,64.7F,8.5
41.65,3163,64.7F,8.5
41.7,3152,64.7F,8.5
41.75,3135,64.7F,8.5
41.8,3117,64.7F,8.5
41.85,3104,64.7F,8.5
41.9,3097,64.7F,8.5
41.95,3096,64.7F,8.5
42,3095,64.7F,8.5
42.05,3091,64.7F,8.5
42.1,3084,64.7F,8.5
42.15,3075,64.7F,8.5
42.2,3068,64.7F,8.5
42.25,3061,64.7F,8.5
42.3,3057,64.7F,8.5
42.35,3051,64.7F,8.5
42.4,3047,64.7F,8.5
42.45,3047,64.7F,8.5
42.5,3041,64.7F,8.5
42.55,3034,64.7F,8.5
42.6,3026,64.7F,8.5
42.65,3020,64.7F,8.5
42.7,3014,64.7F,8.5
42.75,3012,64.7F,8.5
42.8,3007,64.7F,8.5
42.85,3000,64.7F,8.5
42.9,2995,64.7F,8.5
42.95,2989,64.7F,8.5
43,2983,64.7F,8.5
43.05,2978,64.7F,8.5
43.1,2974,64.7F,8.5
43.15,2966,64.7F,8.5
43.2,2961,64.7F,8.5
43.25,2957,64.7F,8.5
43.3,2952,64.7F,8.5
43.35,2949,64.7F,8.5
43.4,2945,64.7F,8.5
43.45,2936,64.7F,8.5
43.5,2931,64.7F,8.5
43.55,2925,64.7F,8.5
43.6,2921,64.7F,8.5
43.65,2915,64.7F,8.5
43.7,2910,64.7F,8.5
43.75,2905,64.7F,8.5
43.8,2901,64.7F,8.5
43.85,2898,64.7F,8.5
43.9,2898,64.7F,8.5
43.95,2901,64.7F,8.5
44,2897,64.7F,8.5
44.05,2885,64.7F,8.5
44.1,2880,64.7F,8.5
